,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-07-26,GS,321.7700,324.2900,317.7600,318.55,2054744,-1.718499321239042
2022-07-27,GS,320.2900,326.3900,318.3786,324.54,2028448,1.880395542301061
2022-07-28,GS,325.3000,329.9800,321.8900,329.11,1820696,1.408146915634445
2022-07-29,GS,329.5000,335.1800,329.5000,333.39,2112387,1.300477044149373
2022-08-01,GS,331.7300,334.8000,329.0100,332.08,1476496,-0.3929332013557718
2022-08-02,GS,329.5000,331.8300,327.2200,327.88,1862939,-1.2647554806070826
2022-08-03,GS,332.0700,335.5100,329.6200,333.17,1770613,1.6133951445650885
2022-08-04,GS,333.2800,334.3000,330.6200,331.87,1533372,-0.39019119368490784
2022-08-05,GS,330.9000,336.9100,329.6700,334.67,1876393,0.8437038599451663
2022-08-08,GS,337.1100,338.8400,334.3400,334.68,1460469,0.0029880180476338225
2022-08-09,GS,336.1500,338.1700,334.5700,336.62,1587947,0.5796581809489609
2022-08-10,GS,341.3600,349.7000,341.3500,347.91,2459505,3.35393024775712
2022-08-11,GS,350.0000,356.0500,349.7750,351.68,2361191,1.0836135782242406
2022-08-12,GS,353.4400,354.5600,350.1460,353.82,2369177,0.608507734303898
2022-08-15,GS,351.0000,358.6200,349.0500,355.85,2045684,0.5737380589000196
2022-08-16,GS,352.9900,356.4680,352.0200,354.97,1740922,-0.24729520865532928
2022-08-17,GS,351.9000,355.5900,350.7700,353.74,1576303,-0.34650815561878545
2022-08-18,GS,352.6600,355.1000,350.8600,354.52,1102200,0.22050093288854544
2022-08-19,GS,351.0000,351.8600,347.5000,349.27,1812266,-1.4808755500394954
2022-08-22,GS,342.4400,344.5300,340.7600,342.42,1723896,-1.9612334297248402
2022-08-23,GS,341.9500,344.0725,339.0300,340.18,1538005,-0.6541673967642159
2022-08-24,GS,339.0200,344.3200,338.4900,341.94,1530842,0.5173731553883121
2022-08-25,GS,344.4500,346.8600,342.1100,346.49,1763878,1.3306428028309059
2022-08-26,GS,348.3400,348.7400,336.0000,336.4,1703941,-2.9120609541400944
2022-08-29,GS,333.9200,336.4000,332.0100,333.92,1826172,-0.7372175980974949
2022-08-30,GS,335.0000,336.0100,331.1800,333.63,1830322,-0.0868471490177325
2022-08-31,GS,331.5500,335.1400,329.6800,332.67,2487973,-0.2877439079219446
2022-09-01,GS,329.8700,333.6900,324.6200,333.5,1575083,0.24949649803107654
2022-09-02,GS,334.6800,340.3150,329.9700,331.48,2215460,-0.6056971514242782
2022-09-06,GS,332.3200,333.2450,323.4600,326.49,1540751,-1.505369856401595
2022-09-07,GS,324.2500,332.1550,323.2500,330.56,1496739,1.2465925449477666
2022-09-08,GS,330.2900,335.8100,327.3600,335.38,1755566,1.4581316553726964
2022-09-09,GS,337.9800,341.0300,337.0300,340.1,1445701,1.407358816864468
2022-09-12,GS,341.6600,344.3650,340.0900,342.58,1563384,0.729197294913253
2022-09-13,GS,336.0800,336.5200,326.8300,328.39,2242113,-4.142098196041799
2022-09-14,GS,328.4500,330.9300,323.5000,327.26,1953279,-0.34410304820488014
2022-09-15,GS,328.7300,335.2800,327.5900,331.62,1489400,1.332274032879055
2022-09-16,GS,326.3800,329.0000,319.7900,326.21,2946756,-1.631385320547618
2022-09-19,GS,320.5700,329.2900,320.5400,328.66,1652686,0.7510499371570667
2022-09-20,GS,325.7000,326.8000,320.0100,323.26,1569913,-1.6430353556867394
2022-09-21,GS,324.9200,329.7900,320.6300,320.71,1796654,-0.7888387056858237
2022-09-22,GS,322.3200,323.3850,311.2000,312.92,2197872,-2.4289856880047256
2022-09-23,GS,307.5500,309.7900,297.4600,301.97,2918467,-3.4992969449060385
2022-09-26,GS,299.0000,302.1000,292.3100,294.62,2308809,-2.4340166241679673
2022-09-27,GS,297.5000,299.1500,288.6193,291.38,2007408,-1.0997216753784622
2022-09-28,GS,294.0000,302.4100,292.4600,300.79,2289657,3.229459811929458
2022-09-29,GS,297.0700,299.3500,291.5500,296.11,1930765,-1.5559027893214505
2022-09-30,GS,296.0000,301.0900,292.7000,293.05,1970815,-1.033399750092867
2022-10-03,GS,297.1700,301.2300,291.1000,299.15,1938770,2.0815560484558793
2022-10-04,GS,306.8000,315.1600,305.8750,314.87,2399524,5.254888851746631
2022-10-05,GS,306.5800,310.2100,303.6000,309.0,1992774,-1.8642614412297198
2022-10-06,GS,307.3900,309.0800,303.4201,304.67,1367385,-1.4012944983818665
2022-10-07,GS,304.0000,305.1500,299.1500,301.08,1790105,-1.1783240883579071
