,Symbol,Open,High,Low,Close,Volume,Daily Return
2022-07-15,MA,333.6300,335.5650,329.7600,332.57,3387487,2.3197858659200765
2022-07-18,MA,335.5000,337.5053,329.7900,331.01,2468598,-0.4690741798719089
2022-07-19,MA,331.7800,342.0100,331.7800,340.38,2689806,2.830730189420261
2022-07-20,MA,340.3800,343.3137,336.2850,341.27,2563621,0.26147247194312495
2022-07-21,MA,341.8700,347.2300,340.0600,346.92,2230803,1.655580625311348
2022-07-22,MA,348.8800,351.0900,340.4000,343.88,2252976,-0.8762827164764286
2022-07-25,MA,344.4500,345.5400,340.1100,344.21,2180057,0.09596370827031908
2022-07-26,MA,342.6500,344.6250,339.3000,341.28,2254171,-0.8512245431567922
2022-07-27,MA,343.0100,348.9200,331.2400,343.27,4580313,0.5830989217065152
2022-07-28,MA,348.0000,353.2550,340.6200,352.45,3635536,2.6742797215020264
2022-07-29,MA,354.1300,356.8000,349.9600,353.79,3176867,0.38019577245000935
2022-08-01,MA,347.8100,354.8400,345.6600,350.54,2289590,-0.9186240425110959
2022-08-02,MA,347.0800,351.1500,343.9750,349.01,2878764,-0.43646944713870983
2022-08-03,MA,350.0000,356.4800,348.5400,354.13,2921333,1.4670066760264833
2022-08-04,MA,354.6700,358.6050,349.6500,356.07,2339562,0.5478214215118626
2022-08-05,MA,350.4000,357.8300,350.4000,357.51,1848651,0.40441486224618295
2022-08-08,MA,359.0000,359.0000,349.8900,352.16,2477635,-1.496461637436708
2022-08-09,MA,350.4000,351.1200,345.3500,346.54,2467497,-1.5958655156746993
2022-08-10,MA,354.3400,354.5500,351.0500,353.38,2443693,1.9737981185433018
2022-08-11,MA,355.8500,355.8500,350.3500,350.58,2609451,-0.7923481804290033
2022-08-12,MA,354.7400,355.4500,350.2550,354.27,2514337,1.0525415026527485
2022-08-15,MA,352.3300,361.9500,350.8200,359.95,2526281,1.6032969204279324
2022-08-16,MA,354.2700,360.0000,353.1000,359.25,2448806,-0.19447145436866098
2022-08-17,MA,353.5000,356.9600,351.7500,355.33,2439884,-1.0911621433542185
2022-08-18,MA,354.3200,359.5200,353.5701,357.36,1934865,0.571299918385737
2022-08-19,MA,356.6300,356.7700,353.5600,354.28,1740744,-0.8618759794045361
2022-08-22,MA,350.0000,351.0000,344.2800,345.51,2312442,-2.475443152308898
2022-08-23,MA,342.6900,345.2050,339.3700,340.89,2240652,-1.3371537726838634
2022-08-24,MA,340.1800,342.2900,338.3500,339.71,2218370,-0.3461527178855395
2022-08-25,MA,340.0000,345.1300,337.3200,344.67,2228637,1.4600688822819619
2022-08-26,MA,345.0500,345.6400,331.7000,331.96,1925047,-3.6875852264484976
2022-08-29,MA,329.9900,332.8100,327.7726,329.35,2308093,-0.7862393059404615
2022-08-30,MA,331.0000,332.9700,325.5700,327.81,2618990,-0.46758767268864077
2022-08-31,MA,328.2900,331.1762,324.2800,324.37,3129021,-1.0493883652115565
2022-09-01,MA,323.8100,325.6100,319.2100,325.25,2493403,0.2712951259364216
2022-09-02,MA,329.4100,329.6700,320.5300,322.56,1936812,-0.8270561106840879
